id,pid,code,description,section
29404,12904,0408112000,Unfit for human consumption,
29504,12904,0408118000,Other,
13004,4604,0408190000,Other,
29804,13004,0408192000,Unfit for human consumption,
29904,13004,,Other,
59304,29904,0408198100,Liquid,
59404,29904,0408198900,"Other, including frozen",
4704,1104,,Other,
13104,4704,0408910000,Dried,
30204,13104,0408912000,Unfit for human consumption,
30304,13104,0408918000,Other,
13204,4704,0408990000,Other,
30604,13204,0408992000,Unfit for human consumption,
30704,13204,0408998000,Other,
1204,304,0409000000,Natural honey,
1304,304,0410000000,"Edible products of animal origin, not elsewhere specified or included",
305,-1,0500000000,"Products of animal origin, not elsewhere specified or included",
405,305,0501000000,"Human hair, unworked, whether or not washed or scoured; waste of human hair",
505,305,0502000000,"Pigs', hogs' or boars' bristles and hair; badger hair and other brush making hair; waste of such bristles or hair",
2305,505,0502100000,"Pigs', hogs' or boars' bristles and hair and waste thereof",
2505,505,0502900000,Other,
1905,305,0504000000,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked",
2605,1905,0504000010,casings,
2705,1905,0504000090,Other,
905,305,0505000000,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers (whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation; powder and waste of feathers or parts of feathers",
2805,905,0505100000,Feathers of a kind used for stuffing; down,
4605,2805,0505101000,Raw,
5205,2805,0505109000,Other,
2905,905,0505900000,Other,
1005,305,0506000000,"Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinised; powder and waste of these products",
3005,1005,0506100000,Ossein and bones treated with acid,
3105,1005,0506900000,Other,
1105,305,0507000000,"Ivory, tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape; powder and waste of these products",
3205,1105,0507100000,Ivory; ivory powder and waste,
3305,1105,0507900000,Other,
2005,305,0508000000,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof",
3405,2005,0508000010,Empty shells for food use and use as raw material for glucosamine,
3505,2005,0508000020,Shells containing soft tissue and flesh used for different purposes covered under Article 10(k)(i) of Regulation (EC) No 1069/2009,
3605,2005,0508000090,Other,
2105,305,0510000000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved",
1805,305,0511000000,"Animal products not elsewhere specified or included; dead animals of Chapter 1 or 3, unfit for human consumption",
4105,1805,0511100000,Bovine semen,
4205,1805,,Other,
5005,4205,0511910000,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3",
5605,5005,0511911000,Fish waste,
5705,5005,0511919000,Other,
5105,4205,0511990000,Other,
5805,5105,0511991000,Sinews or tendons; parings and similar waste of raw hides or skins,
5905,5105,,Natural sponges of animal origin,
7105,5905,0511993100,Raw,
7205,5905,0511993900,Other,
6905,5105,0511998500,Other,
7405,6905,0511998510,Mammalian semen,
7505,6905,0511998520,Mammalian ova and mammalian embryos,
7705,6905,0511998590,Other,
-2,,,Vegetable products,SECTION II
306,-2,0600000000,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",
406,306,0601000000,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower; chicory plants and roots other than roots of heading 1212",
806,406,0601100000,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant",
3306,806,0601101000,Hyacinths,
3406,806,0601102000,Narcissi,
3506,806,0601103000,Tulips,
3606,806,0601104000,Gladioli,
10306,806,0601109000,Other,
906,406,0601200000,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots",
4006,906,0601201000,Chicory plants and roots,
4106,906,0601203000,"Orchids, hyacinths, narcissi and tulips",
10506,906,0601209000,Other,
11706,10506,0601209010,Plants (rhizomes in flower) of Colocasia Schott,
11806,10506,0601209090,Other,
506,306,0602000000,"Other live plants (including their roots), cuttings and slips; mushroom spawn",
1006,506,0602100000,Unrooted cuttings and slips,
4406,1006,0602101000,Of vines,
10606,1006,0602109000,Other,
11906,10606,0602109010,"Mormodica L., Solanum Melogena L. and Trichosantes L.",
12006,10606,0602109090,Other,
1106,506,0602200000,"Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts",
4706,1106,0602201000,"Vine slips, grafted or rooted",
4806,1106,,Other,
20606,4806,0602202000,With bare roots,
12406,4806,,Other,
22806,12406,0602203000,Citrus,
33206,12406,0602208000,Other,
2906,506,0602300000,"Rhododendrons and azaleas, grafted or not",
5106,2906,0602300010,Rhododendrons,
5206,2906,0602300090,Azaleas,
1506,506,0602400000,"Roses, grafted or not",
5506,1506,0602400010,Cuttings,
5606,1506,0602400090,Other,
1606,506,0602900000,Other,
6006,1606,0602901000,Mushroom spawn,
6106,1606,0602902000,Pineapple plants,
10806,1606,0602903000,Vegetable and strawberry plants,
6706,1606,,Other,
13706,6706,,Outdoor plants,
23606,13706,,"Trees, shrubs and bushes",
34106,23606,0602904100,Forest trees,
34206,23606,,Other,
40706,34206,0602904500,Rooted cuttings and young plants,
40806,34206,,Other,
42806,40806,0602904600,With bare roots,
42906,40806,,Other,
43806,42906,0602904700,Conifers and evergreens,
43906,42906,0602904800,Other,
33506,13706,0602905000,Other outdoor plants,
34406,33506,0602905010,"Mormodica L., Solanum Melogena L. and Trichosantes L.",
34606,33506,0602905090,Other,
13806,6706,,Indoor plants,
24106,13806,0602907000,"Rooted cuttings and young plants, excluding cacti",
24306,13806,,Other,
40406,24306,0602909100,"Flowering plants with buds or flowers, excluding cacti",
41006,40406,0602909110,Potted plants not exceeding 1 m in height,
41106,40406,0602909190,Other,
40606,24306,0602909900,Other,
41306,40606,0602909910,Potted plants not exceeding 1 m in height,
41506,40606,0602909990,Other,
606,306,0603000000,"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared",
1906,606,,Fresh,
7806,1906,0603110000,Roses,
8006,1906,0603120000,Carnations,
8206,1906,0603130000,Orchids,
8306,1906,0603140000,Chrysanthemums,
8406,1906,0603150000,Lilies (Lilium spp.),
8506,1906,0603190000,Other,
17506,8506,0603191000,Gladioli,
17606,8506,0603192000,Ranunculi,
17706,8506,0603197000,Other,
31106,17706,0603197010,Of the genus Protea,
31206,17706,0603197020,"Of the genus Banksia, Leucadendron, Brunia and Forsythia",
31306,17706,0603197090,Other,
3006,606,0603900000,Other,
706,306,0604000000,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared",
2506,706,0604200000,Fresh,
9406,2506,,Mosses and lichens,
18406,9406,0604201100,Reindeer moss,
18506,9406,0604201900,Other,
9506,2506,0604202000,Christmas trees,
9606,2506,0604204000,Conifer branches,
9706,2506,0604209000,Other,
2606,706,0604900000,Other,
9906,2606,,Mosses and lichens,
18806,9906,0604901100,Reindeer moss,
18906,9906,0604901900,Other,
10006,2606,,Other,
19006,10006,0604909100,Not further prepared than dried,
19106,10006,0604909900,Other,
307,-2,0700000000,Edible vegetables and certain roots and tubers,
407,307,0701000000,"Potatoes, fresh or chilled",
1807,407,0701100000,Seed,
1907,407,0701900000,Other,
14007,1907,0701901000,For the manufacture of starch,
14107,1907,,Other,
49007,14107,0701905000,"New, from 1 January to 30 June",
95507,14107,0701909000,Other,
100107,95507,0701909010,"so-called ""New"", from 1 July to 31 December",
100207,95507,0701909090,Other,
507,307,0702000000,"Tomatoes, fresh or chilled",
2107,507,0702000007,Cherry tomatoes,
2707,507,0702000099,Other,
607,307,0703000000,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled",
3807,607,0703100000,Onions and shallots,
18207,3807,,Onions,
57107,18207,0703101100,Sets,
57307,18207,0703101900,Other,
18307,3807,0703109000,Shallots,
3907,607,0703200000,Garlic,
11807,607,0703900000,Leeks and other alliaceous vegetables,
707,307,0704000000,"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled",
12207,707,0704100000,Cauliflowers and headed broccoli,
19307,12207,0704100010,Headed broccoli,
19407,12207,0704100090,Other,
4807,707,0704200000,Brussels sprouts,
4907,707,0704900000,Other,
20107,4907,0704901000,White cabbages and red cabbages,
20207,4907,0704909000,Other,
807,307,0705000000,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled",
5007,807,,Lettuce,
20407,5007,0705110000,Cabbage lettuce (head lettuce),
20607,5007,0705190000,Other,
5107,807,,Chicory,
20707,5107,0705210000,Witloof chicory (Cichorium intybus var. foliosum),
20807,5107,0705290000,Other,
907,307,0706000000,"Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots, fresh or chilled",
5207,907,0706100000,Carrots and turnips,
21007,5207,0706100010,Carrots,
21407,5207,0706100090,Other,
5307,907,0706900000,Other,
21607,5307,0706901000,Celeriac (rooted celery or German celery),
21807,5307,0706903000,Horseradish (Cochlearia armoracia),
45207,5307,0706909000,Other,
1007,307,0707000000,"Cucumbers and gherkins, fresh or chilled",
5407,1007,0707000500,Cucumbers,
22407,5407,,Intended for processing,
62107,22407,0707000510,Small cucumbers of a length not exceeding 15 cm,
62307,22407,0707000520,Other,
23007,5407,,Other,
63207,23007,0707000590,Small cucumbers of a length not exceeding 15 cm,
63407,23007,0707000599,Other,
5707,1007,0707009000,Gherkins,
1107,307,0708000000,"Leguminous vegetables, shelled or unshelled, fresh or chilled",
12307,1107,0708100000,Peas (Pisum sativum),
12707,1107,0708200000,"Beans (Vigna spp., Phaseolus spp.)",
25207,12707,0708200010,"Yard long beans (Vigna unguiculata spp. sesquipedalis, vigna unguiculata spp. unguiculata)",
25607,12707,0708200020,"green beans, wax beans and string beans",
25907,12707,0708200080,Other,
6507,1107,0708900000,Other leguminous vegetables,
26907,6507,,Broad beans,
69007,26907,0708900010,Broad beans (Vicia Faba major L.),
69407,26907,0708900020,Other,
27307,6507,0708900090,Other,
1207,307,0709000000,"Other vegetables, fresh or chilled",
6807,1207,0709200000,Asparagus,
28907,6807,0709200010,Green,
29207,6807,0709200090,Other,
6907,1207,0709300000,Aubergines (eggplants),
7107,1207,0709400000,Celery other than celeriac,
30007,7107,0709400010,"Ribbed celery (Apium graveolens, var. dulce)",
30207,7107,0709400020,Chinese celery (Apium graveolens),
30307,7107,0709400090,Other,
7207,1207,,Mushrooms and truffles,
30507,7207,0709510000,Mushrooms of the genus Agaricus,
30807,7207,0709590000,Other,
97207,30807,0709591000,Chanterelles,
128807,97207,0709591010,Fresh or chilled chanterelles for treatment other than simple repacking for retail sale,
128907,97207,0709591090,Other,
74607,30807,0709593000,Flap mushrooms,
74707,30807,0709595000,Truffles,
74807,30807,0709599000,Other,
7307,1207,0709600000,Fruits of the genus Capsicum or of the genus Pimenta,
46207,7307,0709601000,Sweet peppers,
31307,7307,,Other,
75607,31307,0709609100,"Of the genus Capsicum, for the manufacture of capsicin or capsicum oleoresin dyes",
75707,31307,0709609500,For the industrial manufacture of essential oils or resinoids,
97507,31307,0709609900,Other,
129707,97507,0709609920,Peppers (other than sweet) (Capsicum spp.),
129807,97507,0709609990,Other,
7407,1207,0709700000,"Spinach, New Zealand spinach and orache spinach (garden spinach)",
7607,1207,,Other,
32807,7607,0709910000,Globe artichokes,
32907,7607,0709920000,Olives,
80107,32907,0709921000,For uses other than the production of oil,
98007,32907,0709929000,Other,
33007,7607,0709930000,"Pumpkins, squash and gourds (Cucurbita spp.)",
80507,33007,0709931000,Courgettes,
80607,33007,0709939000,Other,
33107,7607,0709990000,Other,
80707,33107,0709991000,"Salad vegetables, other than lettuce (Lactuca sativa) and chicory (Cichorium spp.)",
80807,33107,0709992000,Chard (or white beet) and cardoons,
80907,33107,0709994000,Capers,
81007,33107,0709995000,Fennel,
98207,33107,0709996000,Sweetcorn,
134407,98207,0709996010,for animal feeding,
134507,98207,0709996090,Other,
81307,33107,0709999000,Other,
134607,81307,0709999020,Okra,
